Product_ID	Product_Name	Category
TEC-PH-10002170	"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set"	Technology
OFF-PA-10001954	"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page"	Office Supplies
FUR-TA-10002228	JM Magazine Binder	Furniture
OFF-ST-10004634	Xerox 213	Office Supplies
FUR-CH-10002965	Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection	Furniture
OFF-LA-10001317	"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book"	Office Supplies
OFF-ST-10000736	"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"	Office Supplies
TEC-AC-10003610	Standard Rollaway File with Lock	Technology
OFF-BI-10003982	"Avery Trapezoid Extra Heavy Duty 4"" Binders"	Office Supplies
OFF-BI-10003291	Bevis Boat-Shaped Conference Table	Office Supplies
FUR-BO-10001619	"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"	Furniture
OFF-BI-10000138	"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer"	Office Supplies
TEC-AC-10001383	Xerox 210	Technology
OFF-LA-10003223	Avery Durable Slant Ring Binders	Office Supplies
OFF-ST-10002743	"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream"	Office Supplies
OFF-BI-10004094	Luxo Professional Combination Clamp-On Lamps	Office Supplies
OFF-SU-10004498	Zipper Ring Binder Pockets	Office Supplies
OFF-PA-10002615	Avery File Folder Labels	Office Supplies
OFF-PA-10004971	Color-Coded Legal Exhibit Labels	Office Supplies
OFF-SU-10004261	Xerox 212	Office Supplies
FUR-TA-10002607	Computer Printout Paper with Letter-Trim Fine Perforations	Furniture
OFF-ST-10001809	Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers	Office Supplies
TEC-PH-10000004	DAX Black Cherry Wood-Tone Poster Frame	Technology
OFF-BI-10003638	Wilson Jones Easy Flow II Sheet Lifters	Office Supplies
FUR-FU-10003577	Xerox 188	Furniture
OFF-AR-10003478	"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"	Office Supplies
OFF-BI-10000546	Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)	Office Supplies
TEC-CO-10002095	"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"	Technology
FUR-FU-10002759	Wasp CCD Handheld Bar Code Reader	Furniture
FUR-TA-10001095	Acco Suede Grain Vinyl Round Ring Binder	Furniture
OFF-ST-10002444	Bulldog Table or Wall-Mount Pencil Sharpener	Office Supplies
TEC-AC-10001267	Xerox 1979	Technology
OFF-BI-10000848	Fellowes PB300 Plastic Comb Binding Machine	Office Supplies
OFF-PA-10002377	Plantronics Voyager Pro Legend	Office Supplies
OFF-PA-10003441	Laser & Ink Jet Business Envelopes	Office Supplies
OFF-LA-10004484	Portable Personal File Box	Office Supplies
TEC-PH-10003931	Magna Visual Magnetic Picture Hangers	Technology
OFF-EN-10001990	Plantronics CS510 - Over-the-Head monaural Wireless Headset System	Office Supplies
OFF-EN-10001532	Fellowes Super Stor/Drawer Files	Office Supplies
TEC-AC-10003174	UniKeep View Case Binders	Technology
OFF-BI-10004187	"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear"	Office Supplies
OFF-ST-10000025	Project Tote Personal File	Office Supplies
FUR-FU-10004306	Enermax Acrylux Wireless Keyboard	Furniture
FUR-CH-10003746	G.E. Halogen Desk Lamp Bulbs	Furniture
OFF-BI-10001036	OtterBox Commuter Series Case - Samsung Galaxy S4	Office Supplies
TEC-PH-10004614	Iceberg Mobile Mega Data/Printer Cart 	Technology
OFF-BI-10000301	Staples in misc. colors	Office Supplies
OFF-BI-10003910	Global Comet Stacking Arm Chair	Office Supplies
OFF-AR-10004648	Cisco SPA525G2 5-Line IP Phone	Office Supplies
FUR-FU-10002597	Peel & Seel Envelopes	Furniture
OFF-AR-10003405	GBC Plastic Binding Combs	Office Supplies
FUR-CH-10002335	Xerox 2	Furniture
OFF-PA-10000157	Xerox 1935	Office Supplies
OFF-PA-10001947	Cyber Acoustics AC-202b Speech Recognition Stereo Headset	Office Supplies
OFF-PA-10003657	Cisco SPA508G	Office Supplies
OFF-BI-10001098	Avery 514	Office Supplies
TEC-AC-10002167	Southworth 25% Cotton Granite Paper & Envelopes	Technology
FUR-BO-10004409	Eldon Advantage Chair Mats for Low to Medium Pile Carpets	Furniture
TEC-AC-10000057	Aluminum Screw Posts	Technology
OFF-EN-10000056	Newell 336	Office Supplies
OFF-BI-10000014	Maxell 4.7GB DVD+RW 3/Pack	Office Supplies
FUR-CH-10004675	"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"	Furniture
OFF-BI-10001543	"Quartet Alpha White Chalk, 12/Pack"	Office Supplies
OFF-ST-10001321	Belkin F9S820V06 8 Outlet Surge	Office Supplies
OFF-BI-10001132	"Global Stack Chair without Arms, Black"	Office Supplies
FUR-CH-10003199	Eldon Antistatic Chair Mats for Low to Medium Pile Carpets	Furniture
TEC-PH-10001530	"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"	Technology
OFF-LA-10001569	"Howard Miller 12"" Round Wall Clock"	Office Supplies
OFF-PA-10003724	DIXON Ticonderoga Erasable Checking Pencils	Office Supplies
OFF-BI-10000546	Eldon Advantage Foldable Chair Mats for Low Pile Carpets	Office Supplies
OFF-PA-10000176	Avery Round Ring Poly Binders	Office Supplies
OFF-PA-10002365	Avery Hole Reinforcements	Office Supplies
OFF-LA-10002271	"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"	Office Supplies
FUR-CH-10002647	Stockwell Gold Paper Clips	Furniture
FUR-FU-10004090	"Super Bands, 12/Pack"	Furniture
TEC-PH-10001580	Plantronics 81402	Technology
OFF-AP-10000576	Assorted Color Push Pins	Office Supplies
OFF-PA-10003953	"GBC Velobind Prepunched Cover Sets, Regency Series"	Office Supplies
FUR-FU-10000794	3M Organizer Strips	Furniture
OFF-AR-10001897	Avery Durable Slant Ring Binders With Label Holder	Office Supplies
TEC-PH-10001795	Micropad Numeric Keypads	Technology
FUR-FU-10003347	Newell 328	Furniture
TEC-AC-10004901	Belkin 8 Outlet SurgeMaster II Gold Surge Protector	Technology
OFF-AR-10003190	"Global High-Back Leather Tilter, Burgundy"	Office Supplies
FUR-TA-10002903	Ativa V4110MDD Micro-Cut Shredder	Furniture
OFF-AP-10000240	Xerox 224	Office Supplies
TEC-AC-10001101	Avery 488	Technology
FUR-FU-10000794	Innergie mMini Combo Duo USB Travel Charging Kit	Furniture
TEC-AC-10001838	Stanley Contemporary Battery Pencil Sharpeners	Technology
OFF-PA-10000061	AT&T 1080 Corded phone	Office Supplies
OFF-PA-10003651	Xerox 1950	Office Supplies
OFF-PA-10000304	"Fellowes Mobile File Cart, Black"	Office Supplies
OFF-BI-10003094	GBC Recycled VeloBinder Covers	Office Supplies
FUR-CH-10001394	Hon 4060 Series Tables	Furniture
OFF-BI-10004230	Newell 326	Office Supplies
OFF-PA-10003395	Logitech ClearChat Comfort/USB Headset H390	Office Supplies
TEC-AC-10002402	Newell 346	Technology
OFF-LA-10003223	"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"	Office Supplies
TEC-AC-10003441	"GBC Standard Recycled Report Covers, Clear Plastic Sheets"	Technology
TEC-AC-10000109	"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13"	Technology
OFF-FA-10002280	invisibleSHIELD by ZAGG Smudge-Free Screen Protector	Office Supplies
OFF-SU-10000381	Xerox 1905	Office Supplies
OFF-EN-10004459	"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order"	Office Supplies
FUR-CH-10000665	"Ampad Evidence Wirebond Steno Books, 6"" x 9"""	Furniture
OFF-AP-10003884	Apple iPhone 5C	Office Supplies
TEC-PH-10001557	Newell 351	Technology
TEC-PH-10002085	KI Adjustable-Height Table	Technology
OFF-AR-10002956	Xerox 1945	Office Supplies
OFF-AP-10003266	Avery 502	Office Supplies
TEC-MA-10004002	Steel Personal Filing/Posting Tote	Technology
OFF-BI-10001071	"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray"	Office Supplies
OFF-PA-10001560	Xerox 1896	Office Supplies
TEC-PH-10002365	Cardinal Slant-D Ring Binders	Technology
OFF-AR-10004648	Stockwell Push Pins	Office Supplies
OFF-AR-10002578	Star Micronics TSP800 TSP847IIU Receipt Printer	Office Supplies
FUR-BO-10001519	Hoover Shoulder Vac Commercial Portable Vacuum	Furniture
OFF-BI-10001294	Acco Expandable Hanging Binders	Office Supplies
OFF-BI-10001636	Shocksock Galaxy S4 Armband	Office Supplies
OFF-SU-10002503	Brother DCP1000 Digital 3 in 1 Multifunction Machine	Office Supplies
OFF-LA-10004093	"Eldon Regeneration Recycled Desk Accessories, Smoke"	Office Supplies
TEC-PH-10001552	"Crayola Anti Dust Chalk, 12/Pack"	Technology
FUR-CH-10001891	"SAFCO Commercial Wire Shelving, 72h"	Furniture
FUR-FU-10003878	"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table"	Furniture
TEC-AC-10000710	Hon Deluxe Fabric Upholstered Stacking Chairs	Technology
OFF-AR-10002335	"Belkin 325VA UPS Surge Protector, 6'"	Office Supplies
OFF-PA-10001870	PowerGen Dual USB Car Charger	Office Supplies
OFF-AR-10003373	"Cardinal HOLDit! Binder Insert Strips,Extra Strips"	Office Supplies
FUR-FU-10004090	"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"	Furniture
OFF-ST-10000736	Xerox 1996	Office Supplies
OFF-PA-10001019	Iris Project Case	Office Supplies
OFF-SU-10002537	"Geographics Note Cards, Blank, White, 8 1/2"" x 11"""	Office Supplies
OFF-ST-10003221	ACCOHIDE Binder by Acco	Office Supplies
OFF-PA-10004569	"Avery 3 1/2"" Diskette Storage Pages, 10/Pack"	Office Supplies
OFF-FA-10000624	Staple-on labels	Office Supplies
OFF-SU-10001225	Harbour Creations Steel Folding Chair	Office Supplies
OFF-AR-10003752	Wireless Extenders zBoost YX545 SOHO Signal Booster	Office Supplies
TEC-AC-10001714	"OIC #2 Pencils, Medium Soft"	Technology
OFF-AR-10003958	Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4	Office Supplies
TEC-PH-10002923	Peel & Stick Add-On Corner Pockets	Technology
OFF-LA-10004272	"Carina 42""Hx23 3/4""W Media Storage Unit"	Office Supplies
FUR-FU-10000965	Toshiba IPT2010-SD IP Telephone	Furniture
OFF-LA-10004853	GuestStacker Chair with Chrome Finish Legs	Office Supplies
OFF-BI-10003719	Xerox 1924	Office Supplies
OFF-BI-10000545	Ultra Door Push Plate	Office Supplies
TEC-PH-10002496	Kensington Orbit Wireless Mobile Trackball for PC and Mac	Technology
OFF-PA-10003591	Global Chrome Stack Chair	Office Supplies
OFF-PA-10004470	"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish"	Office Supplies
OFF-BI-10000315	Newell 315	Office Supplies
OFF-PA-10001790	Pressboard Data Binders by Wilson Jones	Office Supplies
FUR-FU-10004017	Wilson Jones Standard D-Ring Binders	Furniture
TEC-AC-10003628	"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"	Technology
TEC-AC-10002049	Samsung Galaxy Note 2	Technology
OFF-BI-10003712	GE DSL Phone Line Filter	Office Supplies
OFF-BI-10003984	Carina Media Storage Towers in Natural & Black	Office Supplies
FUR-CH-10004287	Fellowes Econo/Stor Drawers	Furniture
OFF-ST-10001321	SANFORD Liquid Accent Tank-Style Highlighters	Office Supplies
OFF-AR-10001118	"Blue String-Tie & Button Interoffice Envelopes, 10 x 13"	Office Supplies
FUR-FU-10000732	Canon Imageclass D680 Copier / Fax	Furniture
FUR-FU-10001424	24-Hour Round Wall Clock	Furniture
OFF-BI-10002071	Eldon Radial Chair Mat for Low to Medium Pile Carpets	Office Supplies
OFF-ST-10002486	"Eldon Image Series Desk Accessories, Ebony"	Office Supplies
OFF-BI-10001078	Sanford 52201 APSCO Electric Pencil Sharpener	Office Supplies
OFF-PA-10003845	Samsung Replacement EH64AVFWE Premium Headset	Office Supplies
TEC-AC-10000927	GBC DocuBind P100 Manual Binding Machine	Technology
OFF-BI-10001098	Fashion Color Clasp Envelopes	Office Supplies
OFF-PA-10001622	Hon Non-Folding Utility Tables	Office Supplies
OFF-AR-10003158	Bestar Classic Bookcase	Office Supplies
TEC-PH-10002660	Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back	Technology
OFF-ST-10002205	Sanford Pocket Accent Highlighters	Office Supplies
OFF-BI-10003364	Mitel MiVoice 5330e IP Phone	Office Supplies
OFF-EN-10001099	Westinghouse Clip-On Gooseneck Lamps	Office Supplies
OFF-LA-10003923	Howard Miller Distant Time Traveler Alarm Clock	Office Supplies
OFF-PA-10002250	Tennsco Double-Tier Lockers	Office Supplies
OFF-BI-10004716	Wilson SignalBoost 841262 DB PRO Amplifier Kit	Office Supplies
OFF-LA-10001045	"XtraLife ClearVue Slant-D Ring Binder, White, 3"""	Office Supplies
OFF-BI-10001510	Pencil and Crayon Sharpener	Office Supplies
TEC-PH-10004536	"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”"	Technology
OFF-PA-10002947	Fellowes Bankers Box Stor/Drawer Steel Plus	Office Supplies
OFF-ST-10002583	"Performers Binder/Pad Holder, Black"	Office Supplies
OFF-PA-10000019	Office Star Flex Back Scooter Chair with White Frame	Office Supplies
FUR-BO-10003441	Logitech G13 Programmable Gameboard with LCD Display	Furniture
TEC-PH-10004774	Panasonic KP-380BK Classic Electric Pencil Sharpener	Technology
OFF-BI-10003684	Memorex Froggy Flash Drive 4 GB	Office Supplies
TEC-PH-10001494	"Maxell 74 Minute CD-R Spindle, 50/Pack"	Technology
TEC-AC-10004666	Geemarc AmpliPOWER60	Technology
OFF-ST-10003816	Avery 48	Office Supplies
FUR-FU-10001935	Avery Arch Ring Binders	Furniture
FUR-FU-10004091	Xerox 1915	Furniture
TEC-AC-10001772	Avery Reinforcements for Hole-Punch Pages	Technology
FUR-TA-10001520	Colorific Watercolor Pencils	Furniture
FUR-CH-10003379	BIC Liqua Brite Liner	Furniture
OFF-BI-10002706	"ACCOHIDE 3-Ring Binder, Blue, 1"""	Office Supplies
OFF-EN-10000056	Xerox 1973	Office Supplies
OFF-ST-10001558	GBC Binding covers	Office Supplies
OFF-ST-10002444	Sauder Cornerstone Collection Library	Office Supplies
TEC-AC-10002473	"Westinghouse Floor Lamp with Metal Mesh Shade, Black"	Technology
TEC-PH-10004531	Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with	Technology
OFF-AP-10004487	Belkin 6 Outlet Metallic Surge Strip	Office Supplies
OFF-BI-10003650	Hon Valutask Swivel Chairs	Office Supplies
OFF-PA-10003543	Avery 517	Office Supplies
TEC-AC-10004353	Avery 477	Technology
OFF-AR-10000658	"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream"	Office Supplies
OFF-AP-10000696	"Seth Thomas 12"" Clock w/ Goldtone Case"	Office Supplies
OFF-AR-10003560	Memorex Froggy Flash Drive 8 GB	Office Supplies
OFF-AR-10001468	Acco 6 Outlet Guardian Premium Surge Suppressor	Office Supplies
OFF-PA-10004971	Avoid Verbal Orders Carbonless Minifold Book	Office Supplies
OFF-PA-10002195	Fellowes Presentation Covers for Comb Binding Machines	Office Supplies
OFF-PA-10001745	Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener	Office Supplies
OFF-BI-10004826	"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter"	Office Supplies
OFF-PA-10001870	"SAFCO Commercial Wire Shelving, Black"	Office Supplies
OFF-AP-10001058	Tensor Computer Mounted Lamp	Office Supplies
TEC-AC-10003911	Polycom SoundPoint IP 450 VoIP phone	Technology
OFF-PA-10000289	"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk"	Office Supplies
OFF-AP-10003040	Cisco CP-7937G Unified IP Conference Station Phone	Office Supplies
OFF-PA-10000350	Boston 16701 Slimline Battery Pencil Sharpener	Office Supplies
OFF-BI-10001759	Avery 494	Office Supplies
FUR-TA-10000577	"Memo Book, 100 Message Capacity, 5 3/8” x 11”"	Furniture
OFF-PA-10004101	Newell 35	Office Supplies
OFF-ST-10001496	Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders	Office Supplies
OFF-BI-10002931	Avery Non-Stick Heavy Duty View Round Locking Ring Binders	Office Supplies
FUR-TA-10002356	Hanging Personal Folder File	Furniture
FUR-FU-10003601	Xerox 1909	Furniture
FUR-FU-10000576	"Leather Task Chair, Black"	Furniture
FUR-TA-10004154	"It's Hot Message Books with Stickers, 2 3/4"" x 5"""	Furniture
OFF-PA-10000788	Digium D40 VoIP phone	Office Supplies
OFF-PA-10002479	DYMO CardScan Personal V9 Business Card Scanner	Office Supplies
FUR-FU-10001940	Case Logic 2.4GHz Wireless Keyboard	Furniture
OFF-AR-10001958	Logitech Desktop MK120 Mouse and keyboard Combo	Office Supplies
FUR-BO-10004709	"Pressboard Data Binder, Crimson, 12"" X 8 1/2"""	Furniture
OFF-ST-10000604	"Lesro Round Back Collection Coffee Table, End Table"	Office Supplies
TEC-PH-10002923	Hoover WindTunnel Plus Canister Vacuum	Technology
OFF-BI-10004465	Xerox 1934	Office Supplies
OFF-PA-10002333	Newell 329	Office Supplies
FUR-FU-10004188	Panasonic KX T7731-B Digital phone	Furniture
FUR-CH-10002965	"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black"	Furniture
OFF-BI-10000145	White Computer Printout Paper by Universal	Office Supplies
OFF-EN-10001335	Revere Boxed Rubber Bands by Revere	Office Supplies
OFF-LA-10001613	"Eldon 200 Class Desk Accessories, Black"	Office Supplies
OFF-LA-10004055	Ames Color-File Green Diamond Border X-ray Mailers	Office Supplies
OFF-AR-10004344	"Bevis Oval Conference Table, Walnut"	Office Supplies
OFF-PA-10004621	Hon 61000 Series Interactive Training Tables	Office Supplies
OFF-PA-10001281	"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11"""	Office Supplies
OFF-LA-10001613	Xerox 217	Office Supplies
OFF-ST-10001097	"Bush Andora Conference Table, Maple/Graphite Gray Finish"	Office Supplies
FUR-FU-10001095	Xerox 189	Furniture
TEC-PH-10004614	Panasonic KP-150 Electric Pencil Sharpener	Technology
OFF-BI-10001575	GBC Recycled Regency Composition Covers	Office Supplies
OFF-LA-10001074	"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7"	Office Supplies
TEC-PH-10003555	ShoreTel ShorePhone IP 230 VoIP phone	Technology
OFF-BI-10004492	Petty Cash Envelope	Office Supplies
OFF-BI-10002012	3M Replacement Filter for Office Air Cleaner for 20' x 33' Room	Office Supplies
TEC-MA-10000822	Samsung Rugby III	Technology
OFF-BI-10000848	"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1"""	Office Supplies
OFF-PA-10004156	Canvas Sectional Post Binders	Office Supplies
FUR-CH-10003199	Strathmore Photo Mount Cards	Furniture
OFF-AR-10000034	Xerox 203	Office Supplies
TEC-PH-10000560	Plantronics Audio 995 Wireless Stereo Headset	Technology
FUR-CH-10000665	Xerox 1948	Furniture
OFF-LA-10001569	Global Super Steno Chair	Office Supplies
OFF-EN-10000461	OtterBox Defender Series Case - Samsung Galaxy S4	Office Supplies
TEC-MA-10003066	Wilson Jones Suede Grain Vinyl Binders	Technology
OFF-BI-10004022	OtterBox Defender Series Case - iPhone 5c	Office Supplies
FUR-FU-10004071	Wilson Jones DublLock D-Ring Binders	Furniture
OFF-AR-10001988	Surelock Post Binders	Office Supplies
FUR-CH-10004086	Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer	Furniture
OFF-BI-10001036	Ibico Plastic Spiral Binding Combs	Office Supplies
OFF-FA-10002983	"Iceberg OfficeWorks 42"" Round Tables"	Office Supplies
OFF-PA-10003625	DAX Wood Document Frame	Office Supplies
OFF-BI-10003925	Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges	Office Supplies
TEC-PH-10001530	Global Executive Mid-Back Manager's Chair	Technology
OFF-EN-10003862	Xerox 1946	Office Supplies
OFF-ST-10004258	Newell 320	Office Supplies
FUR-FU-10002885	"Eldon Image Series Desk Accessories, Burgundy"	Furniture
FUR-FU-10001918	Newell 340	Furniture
OFF-AR-10002956	Avery 506	Office Supplies
TEC-AC-10003033	Xerox 192	Technology
FUR-TA-10002903	HP Office Recycled Paper (20Lb. and 87 Bright)	Furniture
OFF-PA-10004621	X-Rack File for Hanging Folders	Office Supplies
OFF-ST-10000046	Xerox 199	Office Supplies
OFF-PA-10001790	WD My Passport Ultra 500GB Portable External Hard Drive	Office Supplies
OFF-EN-10002600	Cisco IP Phone 7961G-GE VoIP phone	Office Supplies
OFF-BI-10002049	Logitech Trackman Marble Mouse	Office Supplies
OFF-PA-10001509	"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"	Office Supplies
TEC-PH-10003931	Acco Perma 3000 Stacking Storage Drawers	Technology
FUR-FU-10001602	Xerox 197	Furniture
FUR-FU-10004848	"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4"	Furniture
OFF-ST-10003722	Hon 2111 Invitation Series Corner Table	Office Supplies
FUR-TA-10003748	Lexmark X 9575 Professional All-in-One Color Printer	Furniture
TEC-AC-10003198	Ibico Covers for Plastic or Wire Binding Elements	Technology
OFF-PA-10004100	Newell 325	Office Supplies
FUR-FU-10002191	Xerox 1970	Furniture
FUR-FU-10000965	12 Colored Short Pencils	Furniture
TEC-PH-10004188	"Master Caster Door Stop, Large Neon Orange"	Technology
OFF-ST-10001526	Rubber Band Ball	Office Supplies
OFF-AR-10001166	Loose Memo Sheets	Office Supplies
FUR-CH-10000309	Xerox 1988	Furniture
TEC-MA-10004212	"Neat Ideas Personal Hanging Folder Files, Black"	Technology
OFF-EN-10003072	Belkin OmniView SE Rackmount Kit	Office Supplies
OFF-BI-10000320	"Rogers Jumbo File, Granite"	Office Supplies
OFF-PA-10001166	"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags"	Office Supplies
OFF-PA-10003656	"Tenex Personal Self-Stacking Standard File Box, Black/Gray"	Office Supplies
TEC-PH-10000148	Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags	Technology
OFF-PA-10000474	Avery 481	Office Supplies
TEC-PH-10003885	Newell 310	Technology
FUR-CH-10003379	Newell 319	Furniture
FUR-FU-10000629	Avery 518	Furniture
OFF-LA-10001175	Sensible Storage WireTech Storage Systems	Office Supplies
OFF-PA-10000955	Kingston Digital DataTraveler 16GB USB 2.0	Office Supplies
OFF-BI-10003460	GBC Imprintable Covers	Office Supplies
OFF-BI-10000474	Newell 347	Office Supplies
FUR-FU-10003975	Pastel Pink Envelopes	Furniture
OFF-BI-10003707	Belkin F8E887 USB Wired Ergonomic Keyboard	Office Supplies
OFF-AR-10000203	ARKON Windshield Dashboard Air Vent Car Mount Holder	Office Supplies
OFF-AR-10004790	Xerox 1949	Office Supplies
FUR-TA-10001095	"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit"	Furniture
TEC-AC-10004761	Xerox 1886	Technology
FUR-BO-10001811	"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes"	Furniture
OFF-AR-10001130	"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"	Office Supplies
OFF-AP-10000055	Pyle PRT45 Retro Home Telephone	Office Supplies
FUR-CH-10002304	Spiral Phone Message Books with Labels by Adams	Furniture
TEC-PH-10001530	Sauder Inglewood Library Bookcases	Technology
FUR-FU-10004006	Xerox 1901	Furniture
TEC-PH-10000486	Acme Elite Stainless Steel Scissors	Technology
TEC-AC-10001606	"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"	Technology
FUR-FU-10000293	Prang Drawing Pencil Set	Furniture
OFF-PA-10001307	"BOSTON Ranger #55 Pencil Sharpener, Black"	Office Supplies
FUR-FU-10004460	Newell 307	Furniture
OFF-AR-10000716	Panasonic KP-4ABK Battery-Operated Pencil Sharpener	Office Supplies
FUR-FU-10004622	Avery Binder Labels	Furniture
OFF-BI-10002735	VTech DS6151	Office Supplies
OFF-BI-10003529	V7 USB Numeric Keypad	Office Supplies
OFF-BI-10001097	Peel-Off China Markers	Office Supplies
OFF-BI-10001597	Acco Perma 2700 Stacking Storage Drawers	Office Supplies
OFF-FA-10001754	"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"	Office Supplies
FUR-CH-10003396	"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"	Furniture
OFF-AP-10002350	Micro Innovations USB RF Wireless Keyboard with Mouse	Office Supplies
OFF-FA-10004838	Plantronics Savi W720 Multi-Device Wireless Headset System	Office Supplies
OFF-AR-10004757	"Stacking Tray, Side-Loading, Legal, Smoke"	Office Supplies
TEC-PH-10002115	Smead Adjustable Mobile File Trolley with Lockable Top	Technology
OFF-FA-10003059	Jawbone MINI JAMBOX Wireless Bluetooth Speaker	Office Supplies
OFF-BI-10004330	Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)	Office Supplies
FUR-CH-10001146	Canon PC940 Copier	Furniture
OFF-SU-10001935	Multicolor Computer Printout Paper	Office Supplies
OFF-BI-10001524	"Brites Rubber Bands, 1 1/2 oz. Box"	Office Supplies
OFF-AR-10003732	Catalog Binders with Expanding Posts	Office Supplies
OFF-PA-10001970	Grandstream GXP2100 Mainstream Business Phone	Office Supplies
OFF-BI-10003669	Xerox 1940	Office Supplies
OFF-BI-10003727	Xerox 1986	Office Supplies
OFF-BI-10004967	Binder Clips by OIC	Office Supplies
TEC-AC-10003447	"Wilson Jones 1"" Hanging DublLock Ring Binders"	Technology
OFF-AR-10000255	RCA Visys Integrated PBX 8-Line Router	Office Supplies
OFF-AP-10002191	GBC VeloBind Cover Sets	Office Supplies
OFF-ST-10001325	Colored Push Pins	Office Supplies
OFF-BI-10000404	Logitech G105 Gaming Keyboard	Office Supplies
OFF-PA-10000349	Xerox 1925	Office Supplies
FUR-CH-10002880	QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3	Furniture
FUR-TA-10001095	DAX Natural Wood-Tone Poster Frame	Furniture
OFF-PA-10003127	StarTech.com 10/100 VDSL2 Ethernet Extender Kit	Office Supplies
OFF-ST-10003208	"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"	Office Supplies
TEC-MA-10003979	GBC ProClick Spines for 32-Hole Punch	Technology
OFF-PA-10000029	Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive	Office Supplies
TEC-PH-10004896	Memorex Micro Travel Drive 16 GB	Technology
OFF-LA-10000452	Avery 497	Office Supplies
FUR-FU-10001967	Avery 500	Furniture
TEC-PH-10001819	"""While you Were Out"" Message Book, One Form per Page"	Technology
OFF-AR-10002952	Rediform Voice Mail Log Books	Office Supplies
TEC-PH-10000576	O'Sullivan Manor Hill 2-Door Library in Brianna Oak	Technology
OFF-PA-10000605	Nu-Dell Float Frame 11 x 14 1/2	Office Supplies
OFF-AP-10002518	Logitech G600 MMO Gaming Mouse	Office Supplies
OFF-ST-10004340	"Sauder Facets Collection Library, Sky Alder Finish"	Office Supplies
OFF-BI-10004001	Avanti 4.4 Cu. Ft. Refrigerator	Office Supplies
